Id;Name;Latitude;Longitude;Country_ISO;Population
3126534;Canovelles;41.61667;2.28333;ES;16023
3126577;Cangas do Morrazo;42.26413;-8.78463;ES;25748
3126888;Cambrils;41.06997;1.05949;ES;32422
3126890;Cambre;43.29438;-8.34736;ES;23231
3126917;Camargo;43.40744;-3.88498;ES;31404
3127007;Calella;41.61381;2.65423;ES;18627
3127035;Caldes de Montbui;41.63333;2.16667;ES;16885
3127047;Calatayud;41.35353;-1.64318;ES;21933
3127065;Calahorra;42.30506;-1.96521;ES;24787
3127066;Calafell;41.19997;1.5683;ES;24265
3127451;Burlata;42.82562;-1.61671;ES;18178
3127461;Burgos;42.34106;-3.70184;ES;178966
3127889;Boiro;42.64725;-8.88459;ES;18883
3127958;Boadilla del Monte;40.405;-3.87835;ES;43414
3127978;Blanes;41.67419;2.79036;ES;40047
3128026;Bilbao;43.26271;-2.92528;ES;354860
3128174;Bermeo;43.42088;-2.72152;ES;16937
3128201;Berga;42.10429;1.84628;ES;17160
3128272;Benicàssim;40.05;0.06667;ES;18098
3128273;Benicarló;40.4165;0.42709;ES;26655
3128291;Benavente;42.00249;-5.67826;ES;19119
3128382;Béjar;40.38641;-5.76341;ES;15007
3128757;la Barceloneta;41.3799;2.18971;ES;15212
3128760;Barcelona;41.38879;2.15899;ES;1621537
3128795;Barbastro;42.03565;0.12686;ES;16924
3128824;Barañáin;42.80567;-1.67731;ES;22110
3128832;Barajas de Madrid;40.47366;-3.57777;ES;43423
3128885;Banyoles;42.11667;2.76667;ES;18327
3128978;Balaguer;41.79117;0.81094;ES;16779
3129028;Badalona;41.45004;2.24741;ES;219547
3129046;Azuqueca de Henares;40.56566;-3.26753;ES;32744
3129135;Avilés;43.55473;-5.92483;ES;84242
3129136;Ávila;40.65724;-4.69951;ES;56855
3129329;Arteixo;43.30482;-8.50749;ES;29762
3129636;Arganda;40.30076;-3.43722;ES;51489
3129661;Arenys de Mar;41.5819;2.54936;ES;15307
3129857;Aranjuez;40.03108;-3.60246;ES;54055
3129877;Aranda de Duero;41.67041;-3.6892;ES;32928
3130131;Amposta;40.70995;0.57856;ES;21240
3130137;Amorebieta;43.21667;-2.73333;ES;17842
3130155;Amés;42.90426;-8.65551;ES;26983
3130380;Algorta;43.34927;-3.0094;ES;82624
3130383;Algete;40.59711;-3.49743;ES;20204
3130564;Alcorcón;40.34582;-3.82487;ES;167967
3130583;Alcobendas;40.54746;-3.64197;ES;107514
3130606;Alcañiz;41.05;-0.13333;ES;16392
3130616;Alcalá de Henares;40.48205;-3.35996;ES;204574
6252065;Nou Barris;41.44163;2.17727;ES;166310
6324376;Pinar de Chamartín;40.47903;-3.66836;ES;30000
6354969;Playa del Ingles;27.7567;-15.5787;ES;17158
6355013;Puerto del Carmen;28.92313;-13.66579;ES;30000
6362987;Ceuta;35.88919;-5.32042;ES;78674
6544099;Moncloa-Aravaca;40.43547;-3.7317;ES;116531
6544100;Eixample;41.38896;2.16179;ES;266477
6544101;Les Corts;41.38712;2.13007;ES;82270
6544102;Sarrià-Sant Gervasi;41.40104;2.1394;ES;147912
6544103;Horta-Guinardó;41.41849;2.1677;ES;168092
6544104;Sants-Montjuïc;41.37263;2.1546;ES;183120
6544105;Sant Martí;41.41814;2.19933;ES;235719
6544106;Ciutat Vella;41.38022;2.17319;ES;102347
6544487;Arganzuela;40.40021;-3.69618;ES;148797
6544488;San Blas-Canillejas;40.43893;-3.61537;ES;157367
6544489;Latina;40.38897;-3.74569;ES;256644
6544490;Usera;40.38866;-3.70035;ES;141189
6544491;Salamanca;40.42972;-3.67975;ES;147707
6544492;Chamberí;40.43404;-3.70379;ES;145934
6544493;Carabanchel;40.39094;-3.7242;ES;253678
6544494;City Center;40.41831;-3.70275;ES;149718
6544495;Retiro;40.41317;-3.68307;ES;126058
6544577;Barri Gòtic;41.38364;2.17628;ES;15876
6545103;Poble Sec;41.37452;2.16326;ES;40906
6545104;Hostafrancs;41.37694;2.14306;ES;15954
6545105;La Bordeta;41.37397;2.14377;ES;18505
6545107;La Bonanova;41.40585;2.13243;ES;25574
6545108;Las Tres Torres;41.39989;2.12931;ES;16532
6545114;el Poblenou;41.40392;2.20413;ES;33642
6545261;El Carmel;41.41758;2.15914;ES;31843
6559503;l'Alfàs del Pi;38.58055;-0.10321;ES;21011
6559641;Las Gabias;37.13548;-3.67029;ES;16369
6615440;Delicias;41.64928;-0.90757;ES;110520
6615442;Almozara;41.66124;-0.90169;ES;25767
6615443;Montecanal;41.62965;-0.93873;ES;20000
6615444;Oliver-Valdefierro;41.64454;-0.93349;ES;30228
6618856;Santutxu;43.25347;-2.9161;ES;60000
6690784;Fort Pienc;41.39458;2.17946;ES;31963
6690786;Dreta de l'Eixample;41.39606;2.16688;ES;43994
6690791;Vallcarca;41.41209;2.14394;ES;15571
6690794;Sagrada Família;41.40408;2.17332;ES;51623
6690839;Sant Martí de Provençals;41.4202;2.19632;ES;26196
6692471;Los Realejos;28.38487;-16.58275;ES;37559
6693088;Pasaia;43.3253;-1.92707;ES;15990
6697039;Basauri;43.2397;-2.8858;ES;42657
6943537;Llefià;41.43806;2.2195;ES;43827
7115111;Corvera de Asturias;43.53554;-5.88893;ES;15955
7577022;Tres Cantos;40.60092;-3.70806;ES;41896
8050879;Iturrama;42.80847;-1.65825;ES;24846
8050880;Ermitagaña;42.81084;-1.66409;ES;17163
8050888;Primer Ensanche;42.81483;-1.64898;ES;22538
8050889;Segundo Ensanche;42.8139;-1.64295;ES;22538
8285534;Fuencarral-El Pardo;40.4984;-3.7314;ES;220085
8285535;Villa de Vallecas;40.36695;-3.60146;ES;65162
8629192;Natahoyo;43.54035;-5.68233;ES;20000
11549772;Sarrià;41.40269;2.1162;ES;24819
11549773;l'Antiga Esquerra de l'Eixample;41.38939;2.15517;ES;42161
11549774;el Baix Guinardó;41.41175;2.16784;ES;25766
11549776;la Prosperitat;41.44269;2.182;ES;26295
11549777;el Putxet i el Farró;41.40693;2.14392;ES;29278
11549778;Provenals del Poblenou;41.41109;2.2026;ES;20306
11549779;Sant Antoni;41.37857;2.15937;ES;38512
11549783;la Vila de Gràcia;41.40315;2.15687;ES;50928
11549784;la Nova Esquerra de l'Eixample;41.38309;2.149;ES;58224
11549785;Porta;41.4349;2.17883;ES;24604
11549787;Sants - Badal;41.37471;2.12775;ES;24344
11549788;la Maternitat i Sant Ramon;41.38125;2.11744;ES;24058
11549789;Sant Gervasi - Galvany;41.3975;2.14301;ES;47043
11549791;el Camp d'en Grassot i Gràcia Nova;41.40634;2.16503;ES;34356
11549793;la Marina de Port;41.36;2.13986;ES;30479
11549794;Vilapicina i la Torre Llobeta;41.42861;2.1741;ES;25581
11549795;el Camp de l'Arpa del Clot;41.41204;2.18247;ES;38361
11549805;Navas;41.41803;2.18596;ES;22059
11549806;la Guineueta;41.43884;2.16893;ES;15147
11549807;les Roquetes;41.44809;2.17519;ES;15633
11549811;la Verneda i la Pau;41.42399;2.20304;ES;29013
11549813;el Turó de la Peira;41.43232;2.16895;ES;15554
11549814;el Besòs i el Maresme;41.41309;2.21736;ES;23254
11549815;el Guinardó;41.41885;2.17364;ES;35991
11549820;Barri de Sant Andreu;41.43693;2.19022;ES;56818
11549821;Barri de les Corts;41.38697;2.13472;ES;46412
325579;Ziway;7.93333;38.71667;ET;49416
325780;Yirga ‘Alem;6.75;38.41667;ET;36292
326036;Yabēlo;4.88333;38.08333;ET;17819
326206;Werota;11.91667;37.7;ET;26813
326308;Wenjī;8.45;39.28333;ET;17120
327694;Tippi;7.2;35.45;ET;24169
328689;Shashemenē;7.2;38.6;ET;85871
328709;Shambu;9.56667;37.1;ET;15354
328716;Shakiso;5.76494;38.91006;ET;34078
329114;Sebeta;8.91667;38.61667;ET;19533
329586;Robīt;12.01667;39.63333;ET;20679
330120;Nejo;9.5;35.5;ET;20166
330186;Nazrēt;8.55;39.26667;ET;213995
330491;Mojo;8.58679;39.12111;ET;34547
330764;Metu;8.3;35.58333;ET;29648
330811;Metahāra;8.9;39.91667;ET;23403
331038;Mendī;9.8;35.1;ET;25239
331180;Mek'ele;13.49667;39.47528;ET;215546
331416;Maych’ew;12.7875;39.54222;ET;27186
332746;Korem;12.50583;39.52278;ET;30633
332880;K’olīto;7.31667;38.08333;ET;25614
333103;Kibre Mengist;5.88333;38.98333;ET;27854
333356;Kemisē;10.71668;39.86997;ET;23861
333373;Kombolcha;11.08155;39.74339;ET;93605
333750;Jinka;5.65;36.65;ET;32115
333772;Jimma;7.67344;36.83441;ET;128306
333795;Jijiga;9.35;42.8;ET;56821
334227;Inda Silasē;14.10307;38.28289;ET;50078
334609;Hosa’ina;7.54978;37.85374;ET;75963
335035;Harar;9.31387;42.11815;ET;90218
335288;Hāgere Hiywet;8.98333;37.85;ET;43920
336014;Gondar;12.6;37.46667;ET;153914
336350;Goba;7.01667;39.98333;ET;34369
336372;Waliso;8.53417;37.96515;ET;38394
336454;Ginir;7.13952;40.71083;ET;16757
336496;Gimbi;9.17031;35.83491;ET;31809
336931;Genet;9.06667;38.5;ET;23753
337010;Gelemso;8.81667;40.51667;ET;16065
337152;Gebre Guracha;9.8;38.4;ET;16583
337405;Gambēla;8.25;34.58333;ET;42366
337712;Finote Selam;10.7;37.26667;ET;23463
337771;Fichē;9.8;38.73333;ET;25758
337853;Felege Neway;6.3;36.88333;ET;33429
338554;Dubti;11.73292;41.082;ET;26370
338726;Dodola;6.98333;39.18333;ET;23116
338832;Dire Dawa;9.59306;41.86611;ET;252279
338998;Dīla;6.41667;38.31667;ET;47021
339219;Desē;11.13333;39.63333;ET;136056
339448;Dembī Dolo;8.53333;34.8;ET;26748
339666;Bishoftu;8.75225;38.97846;ET;104215
339686;Debre Tabor;11.85;38.01667;ET;32659
339708;Debre Mark’os;10.35;37.73333;ET;59920
339734;Debre Birhan;9.67954;39.53262;ET;57787
339823;Debark’;13.15611;37.89806;ET;24700
341297;Butajīra;8.11667;38.36667;ET;30502
341397;Burē;10.7;37.06667;ET;22038
341742;Bonga;7.28333;36.23333;ET;18973
341877;Bodītī;6.96667;37.86667;ET;32997
342190;Bichena;10.45;38.2;ET;16411
342559;Bedēsa;8.9;40.78333;ET;17526
342567;Bedelē;8.456;36.35302;ET;20293
342641;Batī;11.19152;40.01675;ET;19260
342856;Bako;5.78333;36.56667;ET;17872
342884;Bahir Dar;11.59364;37.39077;ET;168899
343137;Hawassa;7.06205;38.47635;ET;133097
343292;Āsosa;10.06667;34.53333;ET;30512
343402;Āsbe Teferī;9.08569;40.86708;ET;30772
343409;Asaita;11.56838;41.43869;ET;20342
343413;Āsasa;7.1;39.2;ET;23790
343593;Āreka;7.06667;37.7;ET;33150
343663;Arba Minch;6.03333;37.55;ET;69622
344420;Axum;14.12109;38.72337;ET;41249
344620;Hagere Maryam;5.63418;38.23603;ET;22105
344661;Āgaro;7.85;36.65;ET;28268
344923;Ādīs Zemen;12.11667;37.78333;ET;22522
344979;Addis Ababa;9.02497;38.74689;ET;2757729
345149;Ādīgrat;14.277;39.462;ET;65000
345353;Addiet Canna;11.26667;37.48333;ET;22946
345704;Abomsa;9.98333;39.98333;ET;15258
7910079;Sodo;6.86;37.76159;ET;86050
630752;Ylöjärvi;61.55632;23.59606;FI;22140
631077;Vuosaari;60.20963;25.14195;FI;35826
631707;Vihti;60.41699;24.31965;FI;26280
632370;Varkaus;62.31533;27.873;FI;22365
632453;Vantaa;60.29414;25.04099;FI;190058
632672;Valkeakoski;61.26421;24.03122;FI;20376
632978;Vaasa;63.096;21.61577;FI;57014
633221;Uusikaupunki;60.80043;21.40841;FI;16226
633591;Tuusula;60.40368;25.02638;FI;34725
633679;Turku;60.45148;22.26869;FI;175945
634093;Tornio;65.84811;24.14662;FI;21236
634963;Tampere;61.49911;23.78712;FI;202687
636947;Siilinjärvi;63.08333;27.66667;FI;20209
637067;Sibbo;60.37752;25.26906;FI;19430
637219;Seinäjoki;62.79446;22.82822;FI;32149
637292;Savonlinna;61.8699;28.87999;FI;27353
637948;Salo;60.38333;23.13333;FI;24900
638936;Rovaniemi;66.5;25.71667;FI;34781
639406;Riihimäki;60.73769;24.77726;FI;26451
639734;Rauma;61.12724;21.51127;FI;36550
640124;Raisio;60.48592;22.16895;FI;23597
640276;Raahe;64.68333;24.48333;FI;22217
640999;Pori;61.48333;21.78333;FI;76772
641489;Pirkkala;61.46125;23.63228;FI;15615
643492;Oulu;65.01236;25.46816;FI;128618
644171;Nurmijärvi;60.46407;24.8073;FI;37073
644450;Nokia;61.46667;23.5;FI;28676
645691;Munkkiniemi;60.19861;24.87772;FI;17334
646005;Mikkeli;61.68857;27.27227;FI;46550
646218;Mellunkylä;60.23355;25.09947;FI;36360
646723;Mäntsälä;60.63333;25.31667;FI;18074
647571;Lovisa;60.45659;26.22505;FI;15466
647751;Lohja;60.24859;24.06534;FI;35960
648056;Lieto;60.51032;22.46176;FI;15258
648366;Lempäälä;61.31667;23.75;FI;18096
648635;Lauttasaari;60.15896;24.86797;FI;20000
648738;Laukaa;62.41407;25.95194;FI;17093
648900;Lappeenranta;61.05871;28.18871;FI;59276
649360;Lahti;60.98267;25.66151;FI;98826
649630;Kirkkonummi;60.12381;24.43853;FI;32920
649924;Kuusamo;65.96667;29.18333;FI;17400
650224;Kuopio;62.89238;27.67703;FI;89104
650859;Kouvola;60.86667;26.7;FI;31133
650946;Kotka;60.4664;26.94582;FI;54616
651299;Korsholm;63.11418;21.68216;FI;17176
651943;Kokkola;63.83847;23.13066;FI;35586
653185;Kerava;60.40338;25.105;FI;31347
653281;Kemi;65.73641;24.56371;FI;22641
654137;Karhula;60.52156;26.93125;FI;22867
654440;Kangasala;61.46383;24.07602;FI;24291
654706;Kallio;60.18427;24.95034;FI;27051
654899;Kajaani;64.22728;27.72846;FI;35375
655130;Kaarina;60.40724;22.36904;FI;21684
655143;Kaarela;60.25174;24.88111;FI;26414
655194;Jyväskylä;62.24147;25.72088;FI;85026
655808;Joensuu;62.60118;29.76316;FI;53388
655958;Järvenpää;60.47369;25.08992;FI;38148
656073;Janakkala;60.9;24.6;FI;15698
656083;Jämsä;61.8642;25.19002;FI;15261
656130;Jakobstad;63.67486;22.70256;FI;19238
656688;Imatra;61.17185;28.75242;FI;29615
656820;Iisalmi;63.55915;27.19067;FI;22588
656913;Hyvinge;60.63333;24.86667;FI;43515
657530;Hollola;61.05;25.43333;FI;20405
658225;Helsinki;60.16952;24.93545;FI;558457
658288;Heinola;61.20564;26.03811;FI;20849
658629;Haukipudas;65.17654;25.35233;FI;17298
659169;Hamina;60.56974;27.19794;FI;21712
659180;Hämeenlinna;60.99596;24.46434;FI;47261
659935;Forssa;60.81462;23.62146;FI;17852
660158;Espoo;60.2052;24.6522;FI;256760
660561;Porvoo;60.39233;25.66507;FI;47192
661164;Anjala;60.68333;26.83333;FI;16779
7911309;Väståboland;60.29972;22.3004;FI;15498
2198148;Suva;-18.14161;178.44149;FJ;77366
2202064;Nadi;-17.80309;177.41617;FJ;42284
2204506;Lautoka;-17.61686;177.45049;FJ;52500
2204582;Labasa;-16.4332;179.36451;FJ;27949
3426691;Stanley;-51.69382;-57.85701;FK;2213
2081986;Palikir - National Government Center;6.92477;158.16109;FM;0
2611396;Tórshavn;62.00973;-6.77164;FO;13200
2967245;Yerres;48.71785;2.49338;FR;28897
2967318;Wittenheim;47.8109;7.32756;FR;15747
2967421;Wattrelos;50.70118;3.21812;FR;42826
2967438;Wasquehal;50.67043;3.13382;FR;19320
2967758;Voiron;45.36471;5.5856;FR;22114
2967849;Vitry-sur-Seine;48.78716;2.40332;FR;81001
2967856;Vitry-le-François;48.72472;4.58439;FR;17250
2967870;Vitrolles;43.46;5.24861;FR;38591
2967879;Vitré;48.11776;-1.20577;FR;17266
2967917;Viry-Châtillon;48.67211;2.39318;FR;31131
2967934;Viroflay;48.80078;2.16181;FR;16137
2968054;Vincennes;48.8486;2.43769;FR;45923
2968142;Villiers-sur-Marne;48.831;2.54844;FR;30252
2968176;Villiers-le-Bel;49.00875;2.39819;FR;27028
2968254;Villeurbanne;45.76601;4.8795;FR;131445
2968368;Villers-lès-Nancy;48.67333;6.15283;FR;15899
2968482;Villepinte;48.96203;2.53253;FR;37114
2968496;Villeparisis;48.94208;2.61463;FR;23931
2968515;Villeneuve-sur-Lot;44.40854;0.70415;FR;25869
2968529;Villeneuve-Saint-Georges;48.73219;2.44925;FR;30881
2968546;Villeneuve-le-Roi;48.73684;2.40081;FR;17575
2968555;Villeneuve-la-Garenne;48.93935;2.31478;FR;22036
2968620;Villenave-d’Ornon;44.77327;-0.5442;FR;30347
2968653;Villemomble;48.88333;2.5;FR;28001
2968705;Villejuif;48.7939;2.35992;FR;48048
2968748;Villefranche-sur-Saône;45.98967;4.71961;FR;32994
2968771;Villefontaine;45.61278;5.15058;FR;19749
2969109;Vigneux-sur-Seine;48.70291;2.41357;FR;26692
2969257;Vierzon;47.22186;2.0684;FR;29876
2969284;Vienne;45.52569;4.87484;FR;32293
2969392;Vichy;46.12709;3.42577;FR;27019
2969562;Vesoul;47.62604;6.14251;FR;19892
2969612;Vertou;47.16869;-1.46929;FR;22921
2969679;Versailles;48.80359;2.13424;FR;85416
2969692;Verrières-le-Buisson;48.74565;2.26796;FR;16789
2969766;Vernon;49.09292;1.46332;FR;26037
2969796;Verneuil-sur-Seine;48.97388;1.9648;FR;16790
2969958;Verdun;49.15964;5.3829;FR;21798
2970072;Vénissieux;45.69706;4.88593;FR;57584
2970110;Vendôme;47.79292;1.06556;FR;19226
2970148;Vence;43.72254;7.11183;FR;18668
2970203;Vélizy-Villacoublay;48.78198;2.19395;FR;21741
2970432;Vauréal;49.03333;2.03333;FR;20699
2970456;Vaulx-en-Velin;45.78693;4.9251;FR;37489
2970761;Vanves;48.82345;2.29025;FR;26068
2970777;Vannes;47.6579;-2.75574;FR;54020
2970797;Vandœuvre-lès-Nancy;48.65;6.18333;FR;31785
2970962;Vallauris;43.57803;7.05451;FR;27286
2971041;Valenciennes;50.35909;3.52506;FR;44821
2971053;Valence;44.9256;4.90956;FR;63864
2971482;Tulle;45.26582;1.77233;FR;16969
2971549;Troyes;48.30073;4.08524;FR;60785
2971874;Tremblay-en-France;48.94956;2.5684;FR;35591
2972049;Trappes;48.77413;2.01781;FR;28367
2972191;Tours;47.39484;0.70398;FR;141621
2972237;Tournefeuille;43.58872;1.31922;FR;29124
2972270;Tourlaville;49.63829;-1.56639;FR;18273
2972284;Tourcoing;50.72391;3.16117;FR;91574
2972315;Toulouse;43.60426;1.44367;FR;433055
2972328;Toulon;43.12442;5.92836;FR;168701
2972350;Toul;48.68075;5.89115;FR;17680
2972444;Torcy;48.85064;2.65078;FR;24386
2972742;Thonon-les-Bains;46.37049;6.47985;FR;31684
2972811;Thionville;49.35994;6.16044;FR;44311
2972893;Thiais;48.76496;2.3961;FR;29724
2973146;Tergnier;49.65607;3.30107;FR;15475
2973258;Taverny;49.02542;2.21691;FR;27271
2973317;Tassin-la-Demi-Lune;45.75499;4.78812;FR;16920
2973385;Tarbes;43.23333;0.08333;FR;52106
2973495;Talence;44.80477;-0.59543;FR;42579
2973675;Suresnes;48.87143;2.22929;FR;44697
2973745;Sucy-en-Brie;48.76872;2.53474;FR;25014
2973783;Strasbourg;48.58392;7.74553;FR;274845
2973841;Stains;48.95;2.38333;FR;32601
2974153;Sotteville-lès-Rouen;49.40972;1.09005;FR;30619
2974188;Sorgues;44.01023;4.87381;FR;18681
2974385;Soisy-sous-Montmorency;48.98813;2.30156;FR;17436
2974389;Soissons;49.38167;3.32361;FR;31100
2974427;Six-Fours-les-Plages;43.09174;5.82465;FR;34779
2974494;Sin-le-Noble;50.36159;3.13113;FR;17682
2974655;Seynod;45.88549;6.08831;FR;18590
2974678;Sèvres;48.82292;2.21757;FR;23724
2974681;Sevran;48.94472;2.52746;FR;47334
2974733;Sète;43.4028;3.69278;FR;40736
2975050;Sens;48.19738;3.28328;FR;28700
2975088;Senlis;49.20724;2.58661;FR;19160
2975233;Sélestat;48.26195;7.4489;FR;18941
2975349;Sedan;49.70187;4.94028;FR;20620
2975446;Schiltigheim;48.60749;7.74931;FR;32289
2975469;Sceaux;48.77644;2.29026;FR;21511
2975525;Savigny-sur-Orge;48.67677;2.34835;FR;39698
2975536;Savigny-le-Temple;48.57409;2.58287;FR;25925
2975758;Saumur;47.25908;-0.07796;FR;33229
2975921;Sartrouville;48.9482;2.19169;FR;53980
2975964;Sarreguemines;49.10995;7.06747;FR;24446
2976043;Sarcelles;48.99739;2.37821;FR;57979
2976050;Saran;47.95013;1.87601;FR;16243
2976179;Sannois;48.96667;2.25;FR;26869
2976258;Sanary-sur-Mer;43.11985;5.80155;FR;19166
2976341;Salon-de-Provence;43.64229;5.09478;FR;41397
2976406;Sallanches;45.94423;6.63162;FR;16725
2976984;Saint-Sébastien-sur-Loire;47.20768;-1.50332;FR;29238
2977246;Saint-Raphaël;43.42332;6.7735;FR;34918
2977295;Saint-Quentin;49.84889;3.28757;FR;55407
2977356;Saint-Priest;45.69651;4.94385;FR;41641
2977388;Saint-Pol-sur-Mer;51.03116;2.33983;FR;23635
2977491;Saint-Pierre-des-Corps;47.38623;0.74849;FR;15284
2977800;Saint-Ouen-l’Aumône;49.04353;2.12134;FR;22977
2977824;Saint-Ouen;48.90654;2.33339;FR;39353
2977845;Saint-Omer;50.74834;2.26091;FR;18250
2977921;Saint-Nazaire;47.27956;-2.20993;FR;67054
2977952;Saint-Michel-sur-Orge;48.63479;2.30831;FR;20824
2978072;Saint-Médard-en-Jalles;44.89692;-0.72136;FR;29742
2978100;Saint-Maximin-la-Sainte-Baume;43.44813;5.86081;FR;15225
2978179;Saint-Maur-des-Fossés;48.79395;2.49323;FR;75402
2978317;Saint-Martin-d’Hères;45.1787;5.76281;FR;35528
2978621;Saint-Mandé;48.83864;2.41579;FR;21261
2978640;Saint-Malo;48.6472;-2.00883;FR;50676
2978722;Saint-Loup;43.27766;5.43133;FR;16084
2978742;Saint-Louis;47.59206;7.55923;FR;20871
2978758;Saint-Lô;49.11624;-1.09031;FR;21722
2978768;Saint-Leu-la-Forêt;49.01667;2.25;FR;16075
2978771;Saint-Leu;46.7306;4.50083;FR;29278
2978891;Saint-Laurent-du-Var;43.67323;7.19;FR;29516
2979316;Saint-Jean-de-la-Ruelle;47.91127;1.86483;FR;17522
2979341;Saint-Jean-de-Braye;47.91303;1.97705;FR;19874
2979590;Saint-Herblain;47.21765;-1.64841;FR;46898
2979627;Saint-Gratien;48.9735;2.28729;FR;19737
2979783;Saint-Germain-en-Laye;48.89643;2.0904;FR;41142
2979985;Saint-Genis-Laval;45.69542;4.79316;FR;20883
2980097;Saint-Fons;45.70875;4.85325;FR;16053
2980236;Saint-Étienne-du-Rouvray;49.37794;1.10467;FR;28953
2980291;Saint-Étienne;45.43389;4.39;FR;176280
2980340;Saintes;45.74544;-0.6345;FR;29512
2980467;Sainte-Marguerite;43.26196;5.40125;FR;19997
2980558;Sainte-Geneviève-des-Bois;48.64682;2.31965;FR;33689
2980586;Sainte-Foy-lès-Lyon;45.73375;4.80259;FR;21893
2980636;Saint-Égrève;45.23313;5.68154;FR;15904
2980816;Saint-Dizier;48.63773;4.94892;FR;31918
2980827;Saint-Dié-des-Vosges;48.28333;6.95;FR;24628
2980916;Saint-Denis;48.93564;2.35387;FR;96128
2980935;Saint-Cyr-sur-Loire;47.4;0.66667;FR;17337
2980942;Saint-Cyr-l’École;48.79865;2.06814;FR;16365
2981041;Saint-Cloud;48.84598;2.20289;FR;28839
2981206;Saint-Chamond;45.4759;4.51294;FR;38014
2981280;Saint-Brieuc;48.51513;-2.76838;FR;52774
2981492;Saint-Avold;49.10465;6.70402;FR;18281
2981512;Saint-Avertin;47.36357;0.73993;FR;16007
2981839;Saint-Amand-les-Eaux;50.44718;3.43076;FR;17808
2982235;Rueil-Malmaison;48.8765;2.18967;FR;76616
2982343;Royan;45.62846;-1.0281;FR;19017
2982652;Rouen;49.44313;1.09932;FR;112787
2982681;Roubaix;50.69421;3.17456;FR;95721
2982757;Rosny-sous-Bois;48.87017;2.4991;FR;41627
2982944;Ronchin;50.59883;3.09056;FR;18331
2982967;Romorantin-Lanthenay;47.36667;1.75;FR;19953
2983011;Romans-sur-Isère;45.0496;5.06602;FR;35002
2983026;Romainville;48.8854;2.43482;FR;24772
2983074;Roissy-en-Brie;48.79159;2.64747;FR;20933
2983154;Rodez;44.35258;2.57338;FR;28337
2983276;Rochefort;45.94204;-0.96696;FR;29427
2983362;Roanne;46.03624;4.06802;FR;39840
2983440;Ris-Orangis;48.6511;2.41406;FR;25082
2983489;Riom;45.89362;3.11264;FR;20142
2983536;Rillieux-la-Pape;45.81667;4.9;FR;28076
2983770;Rezé;47.18144;-1.54965;FR;39248
2983990;Rennes;48.11198;-1.67429;FR;209375
2984114;Reims;49.26526;4.02853;FR;196565
2984513;Rambouillet;48.64374;1.82992;FR;26674
2984701;Quimper;48;-4.1;FR;63849
2985034;Puteaux;48.88341;2.23894;FR;40646
2986025;Port-de-Bouc;43.40657;4.9809;FR;15934
2986140;Pontoise;49.05;2.1;FR;30290
2986160;Pontivy;48.06862;-2.9628;FR;16752
2986302;Pontarlier;46.90347;6.35542;FR;20313
2986306;Pont-à-Mousson;48.90702;6.05635;FR;15411
2986495;Poitiers;46.58261;0.34348;FR;85960
2986501;Poissy;48.92902;2.04952;FR;36431
2986732;Ploemeur;47.73333;-3.43333;FR;20652
2986930;Plaisir;48.82319;1.9541;FR;36121
2986933;Plaisance-du-Touch;43.56566;1.29749;FR;18501
2987271;Pierrefitte-sur-Seine;48.96691;2.36104;FR;27914
2987805;Pessac;44.81011;-0.64129;FR;57944
2987825;Pertuis;43.69415;5.50291;FR;19926
2987914;Perpignan;42.69764;2.89541;FR;110706
2987967;Périgueux;45.18333;0.71667;FR;34770
2988358;Pau;43.3;-0.36667;FR;82697
2988507;Paris;48.85341;2.3488;FR;2138551
2988621;Pantin;48.89437;2.40935;FR;52922
2988670;Pamiers;43.1165;1.61079;FR;16997
2988758;Palaiseau;48.71828;2.2498;FR;31987
2988867;Ozoir-la-Ferrière;48.76699;2.66871;FR;22530
2988888;Oyonnax;46.25917;5.65727;FR;25697
2988936;Outreau;50.70535;1.5897;FR;15648
2988998;Oullins;45.71404;4.80755;FR;25592
2989130;Osny;49.0701;2.06277;FR;16545
2989170;Orvault;47.27095;-1.6219;FR;25338
2989204;Orsay;48.69572;2.18727;FR;17817
2989297;Orly;48.74792;2.39253;FR;20528
2989317;Orléans;47.90289;1.90389;FR;124149
2989460;Orange;44.13806;4.81025;FR;30530
2989611;Olivet;47.86219;1.8991;FR;22604
2989755;Octeville;49.62612;-1.64349;FR;16951
2989877;Noyon;49.58333;3;FR;15138
2990187;Noisy-le-Sec;48.89148;2.46451;FR;38955
2990189;Noisy-le-Grand;48.84979;2.56266;FR;62420
2990192;Noisiel;48.84868;2.62435;FR;15362
2990264;Nogent-sur-Oise;49.27158;2.47074;FR;19690
2990265;Nogent-sur-Marne;48.83669;2.48255;FR;31236
2990355;Niort;46.32313;-0.45877;FR;54660
2990363;Nîmes;43.83378;4.35962;FR;148236
2990440;Nice;43.70313;7.26608;FR;338620
2990474;Nevers;46.98956;3.159;FR;43988
2990611;Neuilly-sur-Seine;48.8846;2.26965;FR;61300
2990612;Neuilly-sur-Marne;48.85373;2.54903;FR;34465
2990616;Neuilly-Plaisance;48.86342;2.506;FR;18725
2990919;Narbonne;43.18396;3.00141;FR;50776
2990969;Nantes;47.21725;-1.55336;FR;277269
2990970;Nanterre;48.89198;2.20675;FR;86719
2990999;Nancy;48.68439;6.18496;FR;105334
2991153;Muret;43.46027;1.32571;FR;24313
2991214;Mulhouse;47.75205;7.32866;FR;111430
